id,sex,bw_6,bw_12,bw_18,bw_24,dead,age(days),target
JL06470,0,36,39,47,49,1,844,304
JL06585,0,33,36,41,66,1,975,435
JL06586,0,34,51,53,0,1,721,181
JL06587,0,28,33,35,0,1,609,69
JL06588,0,31,43,41,35,1,969,429
JL07009,0,37,43,33,40,1,898,358
JL07010,0,44,35,44,44,1,1170,630
JL07011,0,40,34,40,29,1,900,360
JL07012,0,39,36,38,43,1,1015,475
JL07033,0,38,40,42,41,1,800,260
JL07034,0,42,44,52,53,1,785,245
JL07035,0,47,49,45,46,1,751,211
JL07036,0,55,58,61,0,1,673,133
JL07103,0,27,31,37,37,1,1087,547
JL07104,0,45,61,68,56,1,805,265
JL07105,0,31,36,38,41,1,1106,566
JL07106,0,40,50,58,62,1,861,321
JL07107,0,36,39,43,48,1,958,418
JL07108,0,25,29,37,42,1,1017,477
JL07109,0,28,37,39,43,1,896,356
JL07110,0,26,30,30,0,1,702,162
JL07111,0,24,27,30,40,1,888,348
JL07112,0,27,28,28,30,1,888,348
JL07113,0,26,28,34,36,1,910,370
JL07114,0,27,27,29,30,1,1057,517
JL07178,0,41,44,47,45,1,775,235
JL07179,0,40,44,48,40,1,978,438
JL07180,0,32,34,37,38,1,746,206
JL07181,0,28,30,34,38,1,875,335
JL07186,0,29,32,37,38,1,1120,580
JL07187,0,30,33,37,42,1,935,395
JL07188,0,40,44,30,34,1,861,321
JL07189,0,53,57,44,34,1,1006,466
JL07244,0,41,42,47,46,1,757,217
JL07245,0,41,39,51,39,1,1085,545
JL07246,0,28,28,28,34,1,798,258
JL07292,0,41,42,43,43,1,788,248
JL07293,0,26,38,39,38,1,892,352
JL07294,0,28,38,46,48,1,832,292
JL07295,0,24,30,38,35,1,1040,500
JL07419,0,50,53,53,0,1,1249,709
JL07420,0,24,32,34,30,1,818,278
JL07421,0,30,39,43,42,1,725,185
JL07422,0,27,39,41,0,1,886,346
JL07443,0,45,49,48,39,1,917,377
JL07444,0,28,46,44,46,1,798,258
JL07445,0,30,33,42,41,1,735,195
JL07446,0,24,29,34,19,1,742,202
JL07451,0,31,34,35,36,1,708,168
JL07452,0,38,51,50,0,1,819,279
JL07453,0,28,30,36,34,1,805,265
JL07454,0,27,33,38,39,1,644,104
JL07455,0,26,32,34,0,1,895,355
JL07456,0,37,46,49,50,1,861,321
JL07457,0,36,42,48,52,1,752,212
JL07458,0,39,44,0,0,0,650,110
JL07544,0,49,53,55,54,1,379,-161
JL07545,0,33,42,45,45,1,875,335
JL07546,0,25,25,0,0,1,1057,517
JL07547,0,21,22,22,26,1,749,209
JL07587,0,50,55,49,46,1,1207,667
JL07588,0,39,43,45,0,1,1152,612
JL07589,0,30,40,45,49,1,1195,655
JL07590,0,25,37,35,38,1,837,297
JL07595,0,34,35,34,35,1,1267,727
JL07596,0,29,41,47,48,1,805,265
JL07597,0,32,36,45,44,1,1003,463
JL07598,0,39,50,52,38,1,304,-236
JL07599,0,44,54,51,53,1,855,315
JL07600,0,25,0,0,0,1,896,356
JL07601,0,39,48,50,51,1,756,216
JL07602,0,29,37,43,47,1,1170,630
JL07615,0,34,37,43,38,1,794,254
JL07616,0,34,43,46,48,1,865,325
JL07617,0,27,31,38,42,1,907,367
JL07618,0,29,42,51,55,1,634,94
JL07619,0,28,40,47,48,1,594,54
JL07620,0,27,32,39,0,1,1019,479
JL07621,0,24,29,33,0,1,1062,522
JL07622,0,29,39,41,45,1,746,206
JL07623,0,31,36,38,38,1,894,354
JL07624,0,29,31,33,34,1,1077,537
JL07625,0,34,36,39,38,1,907,367
JL07626,0,36,41,47,50,1,613,73
JL07635,0,38,46,52,50,1,1142,602
JL07636,0,38,45,41,0,1,975,435
JL07637,0,32,43,47,52,1,1086,546
JL07638,0,26,33,40,40,1,975,435
JL07717,0,40,47,50,44,1,991,451
JL07718,0,38,44,45,40,1,997,457
JL07719,0,33,42,55,62,1,924,384
JL07720,0,21,26,32,35,1,620,80
JL07743,0,44,45,44,0,1,964,424
JL07744,0,49,47,54,0,1,731,191
JL07745,0,22,25,26,26,1,906,366
JL07746,0,31,40,47,0,1,1091,551
JL07769,0,40,45,45,47,1,829,289
JL07770,0,42,44,41,0,1,928,388
JL07771,0,29,35,44,44,1,1028,488
JL07772,0,27,37,48,54,1,879,339
UM29792,0,23,28,18.3,0,1,584,44
UM29799,0,22,22.5,23.2,0,1,652,112
UM29806,0,30,37.9,40.8,34.6,1,829,289
UM29813,0,23,28.1,33.5,0,1,679,139
UM30016,0,22,22.9,25.2,26.4,1,850,310
UM30023,0,22,30.4,33.1,32.2,1,824,284
UM30030,0,23,30.8,30.6,28.1,1,1000,460
UM30037,0,27,31.9,33.7,34,1,1051,511
UM30275,0,26,38.6,36.8,33,1,1051,511
UM30282,0,20,0,0,0,1,216,-324
UM30289,0,28,29.4,32.5,32.3,1,774,234
UM30296,0,25,32,0,0,1,498,-42
UM30485,0,22,30.5,31.3,30.8,1,1164,624
UM30492,0,26,38.1,46.3,45.9,1,859,319
UM30499,0,24,30.4,34.7,41.9,1,1051,511
UM30506,0,28,42.6,44,29.1,1,754,214
UM30646,0,25,34,32.5,33.9,1,1033,493
UM30653,0,32,42.5,43.9,41.5,1,1022,482
UM30660,0,25,32.6,37.5,37.7,1,1077,537
UM30667,0,24,27.9,27.8,29.4,1,965,425
UM30856,0,29,44,50.8,47,1,834,294
UM30863,0,26,36.2,38.9,39.5,1,823,283
UM30870,0,27,37.1,41.3,42.6,1,1043,503
UM30877,0,30,43.7,51.4,50.9,1,1171,631
UM30968,0,25,32.4,33.7,36.3,1,894,354
UM30975,0,23,26.8,29.6,32.3,1,902,362
UM30982,0,23,28.8,28.9,31.6,1,1004,464
UM30989,0,26,29.3,34,30.7,1,887,347
UM30996,0,26,36.2,37.6,31.2,1,825,285
UM31003,0,26,35.8,41.5,44.5,1,970,430
UM31010,0,25,31,36.9,0,1,711,171
UM31017,0,24,28.8,31.7,48.8,1,776,236
UM31066,0,25,29.9,33.8,37.5,1,850,310
UM31073,0,28,39.5,42.6,45.3,1,740,200
UM31080,0,24,32.6,36.7,40.1,1,1066,526
UM31087,0,28,42.6,44.5,50.6,1,802,262
UM31248,0,24,29,31.5,32.7,1,1094,554
UM31255,0,28,36.2,37.9,41.6,0,638,98
UM31262,0,23,26.5,26.8,28.2,0,638,98
UM31269,0,24,28.9,0,0,1,515,-25
UM31388,0,26,32.1,32.3,39.4,1,1063,523
UM31409,0,30,36.2,0,0,1,529,-11
UM31500,0,25,30,36.1,38.6,1,961,421
UM31507,0,24,33.7,35.6,36.2,1,1112,572
UM31514,0,28,41.4,43.8,40.7,1,919,379
UM31521,0,23,31.8,26.5,28.1,1,1121,581
UM31549,0,23,28.6,30.7,28.4,1,1058,518
UM31556,0,24,31.1,31.2,32.8,1,991,451
UM31563,0,25,33.3,35.2,37.3,1,971,431
UM31570,0,30,37.4,41.5,39.9,1,1068,528
UM31598,0,26,37.2,39.5,42.3,1,1034,494
UM31605,0,24,30.8,32.4,33.3,1,832,292
UM31612,0,26,32.4,29,0,1,671,131
UM31619,0,25,44.1,44.8,47.3,1,902,362
UM31738,0,26,33.2,35.3,32.2,1,820,280
UM31745,0,24,28,30,29.4,1,887,347
UM31752,0,27,40.7,43.2,48.8,1,837,297
UM31759,0,26,38.8,37.9,40.9,1,797,257
UM31864,0,26,40,42.8,41.7,1,821,281
UM31871,0,25,41.6,44,44.8,1,1022,482
UM31878,0,24,32.8,38.1,39.1,1,946,406
UM31885,0,29,47.3,54.4,54.9,1,1165,625
UM32032,0,23,28,29.9,0,1,664,124
UM32039,0,33,44.7,50.4,48.1,1,1081,541
UM32046,0,27,43.6,39.6,36.1,1,1084,544
UM32053,0,28,36.5,39.1,36.4,1,994,454
UM32060,0,19,22.5,22.8,22.4,1,1255,715
UM32067,0,29,38.5,39.3,38.3,1,897,357
UM32074,0,25,34.4,36.7,39.5,1,1095,555
UM32081,0,33,46.9,0,0,1,414,-126
UM32977,0,23,27.2,30.9,29.7,1,1210,670
UM32984,0,29,42,44.7,45.8,1,1182,642
UM32991,0,24,31.9,38.4,34.7,1,1093,553
UM32998,0,27,37.5,38.6,32.9,1,840,300
UM33292,0,25,32.4,38.1,39.7,1,942,402
UM33299,0,30,37.4,43.1,48.5,1,1066,526
UM33306,0,27,33.1,36.3,39.9,1,1084,544
UM33313,0,34,47.8,53.7,0,1,687,147
UM33362,0,28,39,50.8,0,1,713,173
UM33369,0,25,34.4,0,0,0,1158,618
UM33376,0,26,39.3,47.2,56.7,1,913,373
UM33383,0,30,41.2,45.4,47.7,1,1190,650
UM33649,0,26,33.4,38.4,27.8,1,765,225
UM33656,0,28,40.6,48.7,50.7,1,887,347
UM33663,0,26,33.4,38.1,40.5,1,1066,526
UM33670,0,28,33.2,46.4,45.2,1,1138,598
UM33803,0,27,34.2,38.7,39.7,1,1132,592
UM33810,0,30,33.3,39.4,39.2,1,769,229
UM34062,0,29,37.9,0,0,1,486,-54
UM34069,0,28,28.1,26.3,28.7,0,893,353
UM34076,0,28,42.4,44.2,41.3,1,904,364
UM34083,0,26,33.4,37.8,37.2,1,806,266
UM34412,0,28,40.4,44.3,44.9,1,960,420
UM34419,0,25,28.6,35.6,39.5,1,953,413
UM34426,0,25,29.2,32.9,30.7,1,771,231
UM34433,0,25,29.9,31.8,32.2,1,896,356
UM34482,0,27,34.3,40.9,0,1,689,149
UM34489,0,22,26,30.2,23.5,1,743,203
UM34496,0,24,34.7,39.7,39.1,1,841,301
UM34503,0,25,29.1,33.7,32.2,1,821,281
UM34622,0,24,30.4,32.1,36.4,1,1023,483
UM34629,0,23,25.1,27.2,27.2,1,900,360
UM34636,0,23,24.4,24.6,27.8,1,833,293
UM34643,0,22,23.5,23.5,26.5,0,795,255
UM34937,0,24,29.4,30.8,31.9,1,1190,650
UM34944,0,31,34.9,38.1,40.5,1,931,391
UM34951,0,29,42.7,37.7,36.1,1,1068,528
UM34958,0,28,40,42.7,44.1,1,871,331
UM34986,0,31,41.9,38.7,39.6,1,1039,499
UM34993,0,27,31.7,34.7,41.3,1,866,326
UM35000,0,27,34.1,32.5,36.4,1,971,431
UM35007,0,27,29,29.3,33.1,1,870,330
UM35378,0,26,34.6,39.4,35.1,1,873,333
UM35385,0,23,32.6,33.3,38.7,1,801,261
UM35392,0,31,37.6,46.6,0,1,719,179
UM35399,0,27,39.6,40.6,37.7,1,823,283
UM35756,0,22,28.3,31.7,29.5,1,1165,625
UM35763,0,26,27.9,27.5,29.7,1,921,381
UM35770,0,24,29.8,32,29.3,1,1022,482
UM35777,0,24,32.4,38.5,36.4,1,895,355
UM36190,0,25,32,34.1,0,1,597,57
UM36197,0,25,41.4,35.4,41.8,1,997,457
UM36204,0,24,32.8,31.6,34.1,1,888,348
UM36211,0,22,31.1,31.7,0,1,555,15
UM36379,0,24,27.7,32.6,33.3,1,1120,580
UM36386,0,26,43,43.5,41.4,1,884,344
UM36393,0,36,53,52.2,0,1,561,21
UM36400,0,23,31.1,33.1,31.2,1,933,393
UM36631,0,26,34.6,34.3,33.6,1,848,308
UM36638,0,28,38.2,34.8,34.5,1,902,362
UM36645,0,24,38.4,37.5,35.2,1,930,390
UM36652,0,24,39.4,46.7,19.8,1,731,191
UM36708,0,29,46.3,48.5,0,1,722,182
UM36715,0,31,44.5,44.1,48.9,1,1007,467
UM36722,0,23,37.2,39.3,35.5,1,1020,480
UM36729,0,25,38.2,44.1,42.5,1,1021,481
UM36736,0,27,38.7,45.5,49.4,1,1034,494
UM36743,0,26,31.8,33.6,37.5,1,788,248
UM36750,0,28,34.2,36.5,41.3,1,954,414
UM36757,0,27,36.5,35.5,37.5,1,863,323
UM37121,0,27,37.7,32.8,29.8,1,960,420
UM37128,0,27,35.7,38.2,36.7,1,914,374
UM37135,0,24,29,32.7,31.7,1,800,260
UM37142,0,25,36.8,37.5,0,1,638,98
UM37149,0,24,31.7,34.3,33.9,1,996,456
UM37156,0,30,40.2,42,40,1,865,325
UM37163,0,41,50.4,55.6,0,1,623,83
UM37170,0,26,34.3,37.6,39.6,1,996,456
UM37359,0,35,49,56,46.6,1,1179,639
UM37366,0,28,42.4,46.7,0,1,649,109
UM37373,0,31,42.3,39.2,36.4,1,1152,612
UM37380,0,33,40.3,32.7,0,1,667,127
UM37709,0,24,30.8,35.2,0,1,689,149
UM37716,0,24,31,31.9,33.2,1,872,332
UM37723,0,26,32.6,38.2,38.5,1,923,383
UM37730,0,29,43.7,50.9,50.9,1,866,326
UM37758,0,30,42.5,44.4,43.7,1,748,208
UM37765,0,25,39.6,38.4,0,1,672,132
UM37772,0,34,56.8,60.6,60.7,1,1105,565
UM37779,0,23,33.1,37.2,38.6,1,976,436
UM38017,0,28,41.3,25.7,0,1,579,39
UM38024,0,25,36.3,39.3,39.1,1,827,287
UM38031,0,25,39.2,31.6,39.3,1,849,309
UM38038,0,26,35,42.4,41.5,1,906,366
UM38178,0,24,28.6,27.8,31.2,1,956,416
UM38185,0,25,36.2,42,40.8,1,746,206
UM38192,0,37,58.8,62.1,35.2,1,750,210
UM38199,0,30,43.8,40.5,44.3,1,1188,648
UM38353,0,34,42.2,49.4,46.4,1,979,439
UM38360,0,30,38.7,43.2,0,1,689,149
UM38367,0,31,44.2,46,43.4,1,870,330
UM38374,0,30,41.2,46.3,37.8,1,822,282
UM38402,0,29,36.4,40.2,40.3,1,1065,525
UM38409,0,31,45.7,54.1,50.2,1,1130,590
UM38416,0,40,46.6,48,45.4,1,1081,541
UM38423,0,22,30,31.5,0,1,644,104
UM38472,0,43,59.9,57.2,52.8,1,852,312
UM38479,0,30,55,60.2,67,1,988,448
UM38486,0,40,63.5,63.7,76,1,784,244
UM38493,0,50,59.2,66.9,67.3,1,807,267
UM38647,0,32,42.3,48.1,41.2,1,875,335
UM38654,0,24,26,29.8,0,1,633,93
UM38661,0,27,45.7,46,0,1,625,85
UM38668,0,29,43.4,51.2,0,1,693,153
UM38745,0,21,22,22.7,23.9,1,1456,916
UM38752,0,35,38.9,47.4,0,0,565,25
UM38759,0,26,35.9,40.9,0,0,565,25
UM38766,0,31,34.9,40.3,0,0,565,25
UM43498,0,26,29.2,30.4,42.9,1,976,436
UM43512,0,26,28.8,35.4,47.4,1,976,436
UM43519,0,28,30.4,40.8,53.4,1,633,93
UM43624,0,26,29.4,31.5,39.7,1,934,394
UM43631,0,24,26,32.6,42.9,1,1127,587
UM43638,0,25,27.7,32.9,48.7,1,817,277
UM43645,0,29,30.1,32.8,38.8,1,785,245
UM44457,0,28,32.6,32.3,24,1,556,16
UM44464,0,37,40.7,41.5,43,1,675,135
UM44471,0,21,23.4,28.4,33.8,1,1199,659
UM44478,0,23,25,32.1,39.1,1,991,451
UM44527,0,30,33.4,42.5,46.4,1,896,356
UM44534,0,23,25.2,27.6,29.9,1,1165,625
UM44541,0,25,28.8,28.9,32.8,1,686,146
UM44548,0,27,29.4,36.6,44,1,889,349
UM44625,0,28,30.8,37.6,43.1,1,671,131
UM44632,0,28,30.4,33,34.2,1,909,369
UM44639,0,26,27.5,30.7,35.5,1,1045,505
UM44646,0,23,26.9,36.8,37,1,663,123
UM44793,0,21,24.5,30.3,28.7,1,1008,468
UM44800,0,23,25,31.6,38,1,1148,608
UM44807,0,26,29.2,29.8,33.7,1,900,360
UM44814,0,22,25.3,32.4,40.4,1,724,184
UM44821,0,25,26.3,30.1,35.5,1,1035,495
UM44828,0,35,37.1,43.9,37.5,1,717,177
UM44835,0,30,32,36.6,45.8,1,941,401
UM44842,0,27,29.6,32.9,33.9,1,864,324
UM44877,0,29,31.2,39.8,46.3,1,1218,678
UM44884,0,29,30,34.8,37.5,1,701,161
UM44891,0,25,27.8,27.8,29,1,1022,482
UM44898,0,24,24.5,28.6,33.4,1,888,348
UM45101,0,32,35.7,49.8,52.9,1,775,235
UM45108,0,30,32.7,43.1,45.5,1,891,351
UM45115,0,34,35.6,41.4,41.8,1,850,310
UM45122,0,30,32.4,42.1,42.7,1,995,455
UM45171,0,23,26.3,33.9,35.3,1,919,379
UM45178,0,35,37.8,44.9,46.4,1,1106,566
UM45185,0,23,25.8,40.7,48.8,1,744,204
UM45192,0,25,27.4,37.1,37.8,1,673,133
UM45241,0,26,28.9,34.8,32.6,1,680,140
UM45248,0,35,36.7,47.9,47.7,1,752,212
UM45255,0,28,30.9,37,38.5,1,946,406
UM45262,0,25,26.8,30.8,30.9,1,898,358
UM45318,0,20,22.7,24.8,28.9,1,930,390
UM45325,0,30,33.8,38.4,37,1,783,243
UM45332,0,36,37.5,45.3,44.3,1,772,232
UM45339,0,38,40.6,48.2,48.9,1,1009,469
UM45521,0,25,27.2,34,32.4,1,761,221
UM45528,0,20,23.8,29.9,29.9,1,1016,476
UM45535,0,20,23.8,28.9,28.5,1,713,173
UM45542,0,28,30.3,39.5,38.9,1,685,145
UM45598,0,28,30.7,48,52.2,1,751,211
UM45605,0,28,26.9,36.2,34.6,1,658,118
UM45612,0,32,34,39.1,40.6,1,1036,496
UM45619,0,30,32.5,39.8,41.6,1,803,263
UM45808,0,40,42.6,51.6,44.8,1,1035,495
UM45815,0,31,34.8,42.5,40.2,1,850,310
UM45822,0,25,27,33.4,33.7,1,864,324
UM45829,0,30,34.7,45.1,42.6,1,786,246
UM45997,0,30,33,47.1,44.1,1,939,399
UM46004,0,29,30.6,34.5,35.9,1,763,223
UM46011,0,24,25.2,33.7,30.4,1,853,313
UM46018,0,23,26.6,29.1,28.2,1,979,439
UM46893,0,32,34.3,46.9,46.5,1,849,309
UM46900,0,20,23,25.3,24,1,731,191
UM46907,0,27,29,32.2,35.4,1,908,368
UM46914,0,28,32.3,34,31.4,1,942,402
UM46921,0,24,25.9,30.3,30.3,1,724,184
UM46928,0,28,30,39,35.9,1,909,369
UM46935,0,27,29.1,42.1,42.8,1,1097,557
UM46942,0,25,26.2,30.3,33.2,1,697,157
UM47089,0,28,30.3,35.9,38.9,1,1116,576
UM47096,0,27,29.6,36.5,38.5,1,821,281
UM47103,0,23,25.4,38.4,32,1,1071,531
UM47110,0,26,28.4,33.4,32.5,1,826,286
UM47187,0,36,33.2,44,44.8,1,927,387
UM47194,0,27,29.2,40.2,36.8,1,836,296
UM47201,0,33,36,40.9,41.4,1,972,432
UM47208,0,25,27.9,41.5,37.6,1,983,443
UM47257,0,32,34.8,46.3,47,1,955,415
UM47264,0,32,35.3,39.9,0,1,510,-30
UM47271,0,35,37.6,48.6,40.9,1,856,316
UM47278,0,39,41.4,53,49.4,1,744,204
UM47544,0,21,22.8,25.5,27.3,1,1123,583
UM47551,0,23,25.5,29.4,31.3,1,757,217
UM47558,0,27,29,42.4,43.9,1,867,327
UM47565,0,28,30.7,39.2,42,1,867,327
UM47852,0,26,28.7,36.8,35.2,1,915,375
UM47859,0,24,26.3,32.1,32.6,1,954,414
UM47866,0,25,28.2,37.6,37.9,1,805,265
UM47873,0,25,27.8,38.2,38.2,1,870,330
UM47880,0,24,26.5,32.6,33.5,1,773,233
UM47887,0,30,32.8,40.7,37.7,1,1074,534
UM47894,0,20,23.6,30.4,28.3,1,734,194
UM47901,0,30,32.4,39.3,39.3,1,1109,569
UT04305,0,34,55.9,66.6,0,1,680,140
UT04306,0,39,59.1,66.9,0,1,656,116
UT04307,0,32,49.5,53.6,52.6,1,923,383
UT04308,0,29,39.7,42.2,42.5,1,761,221
UT04325,0,39,53.9,56.6,57.1,1,1100,560
UT04326,0,31,48.1,55.6,53.2,1,882,342
UT04327,0,33,45.8,46.2,0,1,628,88
UT04328,0,26,34.6,41.1,38.9,1,807,267
UT04329,0,27,42.8,47.7,31.6,1,1181,641
UT04330,0,30,37.7,36.4,34.2,1,953,413
UT04331,0,35,50.5,54.7,40.8,1,1057,517
UT04332,0,25,41.9,0,0,1,458,-82
UT04343,0,26,36.5,35.7,35.6,1,1064,524
UT04344,0,24,36.3,43.4,35.1,1,738,198
UT04345,0,28,43.4,53.1,53.1,1,824,284
UT04346,0,26,30.8,35.6,36.1,1,896,356
UT04383,0,43,56.9,60.3,51.3,1,930,390
UT04384,0,28,32.1,36.4,37.8,1,748,208
UT04385,0,30,40.3,48.3,44.9,1,1016,476
UT04386,0,32,44.9,49.4,43.1,1,1298,758
UT04390,0,31,37.2,37.8,41.3,1,1116,576
UT04391,0,46,56.5,59.6,57.8,1,970,430
UT04392,0,37,44.4,48.9,49.1,1,873,333
UT04393,0,29,35.9,38.9,40,1,883,343
UT04414,0,24,34,40.5,36.5,1,786,246
UT04415,0,37,59.6,74.5,54.5,1,851,311
UT04416,0,28,39.6,44.1,43.1,1,982,442
UT04417,0,27,39.5,42.8,0,1,694,154
UT04479,0,32,39.4,44.4,41.2,1,1090,550
UT04480,0,29,43.3,52.6,48.4,1,794,254
UT04481,0,41,55.6,65.1,0,1,660,120
UT04482,0,27,39.2,48.5,0,1,649,109
UT04526,0,27,32.5,40,35.7,1,1143,603
UT04527,0,28,37.5,43.2,0,1,625,85
UT04528,0,39,53.3,60.5,52.6,1,1142,602
UT04529,0,31,40.5,48.8,46.5,1,1048,508
UT04539,0,28,37.8,39.8,0,0,630,90
UT04540,0,28,37.5,43.9,0,0,1121,581
UT04541,0,35,46.7,51.1,0,0,1090,550
UT04542,0,29,39.5,47.1,0,0,961,421
UT04597,0,35,43.5,51.8,53.9,1,940,400
UT04598,0,35,46.6,52.2,54.4,1,920,380
UT04599,0,39,55.2,58,60,1,834,294
UT04600,0,33,39,42.7,40.4,1,803,263
UT04601,0,27,39.6,49.6,0,1,730,190
UT04602,0,30,37.1,44.3,38.3,1,917,377
UT04603,0,33,42.8,47.1,34.7,1,836,296
UT04604,0,32,43.7,52.4,0,1,681,141
UT04605,0,34,45.6,54,47.3,1,922,382
UT04606,0,47,60.5,66.4,59.4,1,926,386
UT04607,0,30,41.1,47,44,1,992,452
UT04608,0,29,42.2,47,42.9,1,945,405
UT04619,0,28,37.6,42.1,38.2,1,997,457
UT04620,0,34,47.4,56.7,57.6,1,815,275
UT04621,0,27,39.1,51.8,0,1,646,106
UT04622,0,27,37.4,44.3,38.1,1,1190,650
UT04667,0,26,28.7,31.9,30.8,1,1121,581
UT04668,0,29,34,39.8,38.8,1,978,438
UT04669,0,24,30.5,32.4,32.6,1,1086,546
UT04670,0,27,36,40.6,37.2,1,826,286
UT04686,0,33,49.7,58.4,50.5,1,954,414
UT04687,0,25,35.4,37.4,38.3,1,1052,512
UT04688,0,37,57.5,63.6,54.8,1,1016,476
UT04689,0,26,34.9,39.4,39.9,1,995,455
UT04709,0,32,44.4,43.4,40.2,1,894,354
UT04710,0,36,48.2,46.8,0,1,639,99
UT04711,0,31,38.3,0,0,1,434,-106
UT04712,0,36,46.6,59.9,49.9,1,1026,486
UT04725,0,31,52,60,0,0,595,55
UT04726,0,23,36.2,44.6,0,0,595,55
UT04727,0,27,32.1,0,0,0,508,-32
UT04728,0,26,39.4,45.6,0,0,595,55
UT04735,0,27,42.7,54.3,43.8,1,1117,577
UT04736,0,32,43.6,55.1,41.9,1,833,293
UT04737,0,31,40.1,48.6,48.7,1,785,245
UT04738,0,36,51.1,60.4,58,1,818,278
UT04742,0,29,46.2,51.3,48,1,948,408
UT04743,0,32,46.5,55.5,50.3,1,995,455
